Starting Animation ...
Scene: 0
Starting ...
Color management: using fallback mode for management
Fra:1 Mem:9.06M (9.89M, Peak 18.95M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:1 Mem:9.01M (9.89M, Peak 19.11M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp9
Fra:1 Mem:9.01M (9.89M, Peak 19.11M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp8
Fra:1 Mem:9.01M (9.89M, Peak 19.11M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp7
Fra:1 Mem:9.01M (9.89M, Peak 19.11M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp6
Fra:1 Mem:9.01M (9.89M, Peak 19.11M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Mesh1
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp5
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp4
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp3
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp2
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp1
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Images
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Hair Systems
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:0.46M, Peak:0.46M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.27M, Peak:1.27M | Scene, RenderLayer | Updating Lights
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.27M, Peak:1.27M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.27M, Peak:1.27M | Scene, RenderLayer | Updating Particle Systems
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.27M, Peak:1.27M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.27M, Peak:1.27M | Scene, RenderLayer | Updating Film
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.27M, Peak:1.27M | Scene, RenderLayer | Updating Integrator
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.29M, Peak:1.29M | Scene, RenderLayer | Updating Lookup Tables
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.29M, Peak:1.29M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.29M, Peak:1.29M | Scene, RenderLayer | Path Tracing Tile 0/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.29M, Peak:1.29M | Scene, RenderLayer | Path Tracing Tile 1/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.06M, Peak:2.06M | Scene, RenderLayer | Path Tracing Tile 7/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.27M, Peak:2.27M | Scene, RenderLayer | Path Tracing Tile 8/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 9/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 10/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 11/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 12/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 13/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 14/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.15M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 15/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 16/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 17/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 18/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 19/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 20/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 21/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 22/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 23/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 24/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 25/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 26/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 27/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 28/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 29/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.15M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 30/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 31/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 32/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 33/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 34/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 35/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 36/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 37/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 38/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 39/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 40/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 41/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 42/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 43/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 44/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 45/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 46/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 47/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 48/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 49/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 50/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 51/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 52/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 53/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 54/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 55/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 56/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 57/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 58/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 59/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 60/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 61/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.05M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 62/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 63/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 64/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 65/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 66/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 67/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 68/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 69/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 70/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 71/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 72/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 73/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 74/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 75/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 76/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 77/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 78/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 79/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 80/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 81/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 82/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 83/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 84/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 85/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 86/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 87/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 88/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 89/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 90/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 91/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 92/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 93/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 94/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 95/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 96/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 97/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 98/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 99/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 100/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 101/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 102/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 103/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 104/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 105/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 106/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 107/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 108/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 109/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 110/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 111/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 112/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 113/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 114/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 115/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 116/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 117/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 118/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 119/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 120/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 121/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 122/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 123/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 124/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 125/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 126/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.15M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 127/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.29M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 128/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.21M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 129/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 130/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 131/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 132/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 133/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 134/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:2.13M, Peak:2.29M | Scene, RenderLayer | Path Tracing Tile 135/135
Fra:1 Mem:9.01M (9.89M, Peak 19.84M) | Mem:1.17M, Peak:2.29M | Scene, RenderLayer | Finished
Fra:1 Mem:8.99M (9.89M, Peak 19.84M) Sce: Scene Ve:0 Fa:0 La:0
Saved: blendedFiles/elbow/blended_1.png Time: 00:04.88 (Saving: 00:00.07)

read blend: /home/ubuntu/alvaro/blender/blenderRender_v1_1/sceneOptions.txt
Error: Failed to read blend file '/home/ubuntu/alvaro/blender/blenderRender_v1_1/sceneOptions.txt', not a blend file
Deleting the following default objects:
CAMERA
MESH
LAMP
[0.8, 0.8, 0.8]
Render x3dFiles/elbow/1_solo.x3d


Imported items:

Object 1
Type: MESH
Previous default name: ShapeIndexedFaceSet
Current default name: Mesh1
Object 2
Type: LAMP
Previous default name: TODO
Current default name: Lamp1
Object 3
Type: LAMP
Previous default name: TODO.001
Current default name: Lamp2
Object 4
Type: LAMP
Previous default name: TODO.002
Current default name: Lamp3
Object 5
Type: LAMP
Previous default name: TODO.003
Current default name: Lamp4
Object 6
Type: LAMP
Previous default name: TODO.004
Current default name: Lamp5
Object 7
Type: CAMERA
Deleted: Viewpoint
Mesh1 ---> Material: water
Render x3dFiles/elbow/1_body.x3d


Imported items:

Object 7
Type: MESH
Previous default name: ShapeIndexedFaceSet
Current default name: Mesh2
Object 8
Type: LAMP
Previous default name: TODO
Current default name: Lamp6
Object 9
Type: LAMP
Previous default name: TODO.001
Current default name: Lamp7
Object 10
Type: LAMP
Previous default name: TODO.002
Current default name: Lamp8
Object 11
Type: LAMP
Previous default name: TODO.003
Current default name: Lamp9
Object 12
Type: LAMP
Previous default name: TODO.004
Current default name: Lamp10
Object 13
Type: CAMERA
Deleted: Viewpoint
Mesh2 ---> Material: glass

Blender quit
Completed ...
----------------------
Scene: 2
Starting ...
Color management: using fallback mode for management
Fra:1 Mem:8.95M (9.89M, Peak 18.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:1 Mem:8.95M (9.89M, Peak 18.84M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Mesh2
Fra:1 Mem:8.95M (9.89M, Peak 19.05M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp10
Fra:1 Mem:8.95M (9.89M, Peak 19.05M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp9
Fra:1 Mem:8.95M (9.89M, Peak 19.05M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp8
Fra:1 Mem:8.95M (9.89M, Peak 19.05M) | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp7
